source,target
Samuel Dexter,Thomas Dawes
John Cochran,Thomas Bradlee
Gilbert Colesworthy,Samuel Howard
Jefferds,William Wingfield
Peter Slater,Samuel Peck
Ambrose Sloper,John Marlton
Capt MacKintosh,Samuel Peck
Richard Pulling,Nicholls
Caleb Champney,Nathaniel Barber
Samuel Sprague,Stephen Bruce
Gershom Collier,Thomas Bolter
Nicholas Campbell,Thomas Williams
Joseph Eaton,Thomas Melville
Richard Pulling,William Wingfield
Israel Obear,William Ham
John Symmes,Samuel Adams
Moses Gill,Pierce Isaac
Richard Palms,Samuel Adams
Benjamin Church,John Adams
Nathaniel Hitchborn,Thomas Milliken
Eben Johnston,Sam Partridge
Joseph Webb,William Burbeck
Nathaniel Frothingham,Nicholas Campbell
Anthony Morse,William Etheridge
Joseph Eaton,Nathaniel Frothingham
Joseph Roby,Paul Revere
John May,Joseph Eayres
Oliver Wendell,Samuel Pitts
John Ballard,William Breck
Dr Allen,James Foster Condy
Benjamin Simpson,Matthew Loring
Benjamin Simpson,Nathaniel Barber
Elisha Story,Phineas Stearns
Samuel Adams,Thomas Chase
Nathaniel Bradlee,Samuel Fenno
Charles Jarvis,William Davis
Benjamin Burton,Samuel Fenno
Benjamin Church,Thomas Chase
James Foster Condy,Thomas Bradlee
Josiah Wheeler,Thomas Williams
Henry Purkitt,Thomas Urann
Richard Hunnewell,Thomas Machin
Thomas Milliken,William Palfrey
James Ivers,John Hancock
John Peters,Samuel Hammond
Henry Prentiss,Joseph Eayres
Ebenezer Stevens,Samuel Howard
Jonathan Mason,Paul Revere
Henry Prentiss,Josiah Wheeler
Peter Doyle,Thomas Milliken
Benjamin Clarke,John Peters
Daniel Ingersoll,Joseph Shed
Josiah Flagg,Walter Kerr
Joseph Warren,Thomas Peck
John Gammell,Samuel Gore
John Peters,Joseph Eayres
James Foster Condy,Josiah Wheeler
James Bewer,Nathaniel Barber
James Otis,Nathaniel Barber
Philip Tabor,Thomas Urann
Josiah Quincy,William Mackay
Edward Davis,Pierce Isaac
James Swan,John Symmes
Joshua Wyeth,Paul Revere
Paul Revere,Phillip Marett
Gershom Collier,Samuel Hobbs
John Crane,Thomas Porter
John Sigourney,Samuel White
Abiel Ruddock,Thomas Hitchborn
Gilbert Ash,Walter Kerr
John Symmes,Samuel White
Nathaniel Frothingham,Thomas Melville
Edward Davis,Samuel Austin
Henry Bass,William Breck
Henry Purkitt,Thomas Young
Elisha Callendar,Hugh Brown
James Graham,Samuel Peck
Samuel Emmes,Thomas Chrysty
Adam Collson,John Crane
Moses Grant,William Etheridge
Joseph Palmer,Thomas Moore
James Foster Condy,Joseph Payson
Samuel Barrett,William Greenleaf
Henry Prentiss,John Crane
Alexander Inglish,Nicholls
Joseph Mountford,Matthew Loring
Jonathan Williams,Samuel Austin
James Otis,William Mackay
Daniel Ingersoll,Thomas Moore
Fortesque Vernon,Moses Grant
Joseph Eayres,Thomas Melville
Ambrose Sloper,Joseph Warren
Paul Revere,Richard Hunnewell
Moses Grant,Paul Revere
Edward Howe,John Hooton
John Merrit,William Dennie
John Hancock,Royall Tyler
Ezekiel Cheever,Samuel Austin
George Hewes,Nicholas Campbell
Abiel Ruddock,John Hancock
John Peters,Thomas Moore
Enoch Brown,Joseph Greenleaf
John Pitts,Thomas Roylson
Richard Hunnewell,Samuel Fenno
John Bradford,John Pitts
Gilbert Colesworthy,Samuel Barnard
Nathaniel Frothingham,Phineas Stearns
Benjamin Burt,Samuel Emmes
Thomas Chase,Thomas Hunstable
Martin Brimmer,Nat Noyces
Matthew Loring,Phineas Stearns
Moses Grant,Thomas Marshall
Richard Pulling,Wait Gray
Ezekiel Cheever,John Marson
Phillip Lewis,Thomas Urann
Thomas Porter,Thomas Young
Abraham Hunt,Joseph Palmer
Benjamin Church,Eben Hancock
Nat Noyces,Samuel Barrett
Thomas Hunstable,Eckley
Joseph Warren,Samuel Adams
Hugh Brown,Thomas Crafts
Enoch Brown,Sam Partridge
Nat Noyces,Thomas Marshall
Edward Proctor,Samuel Barnard
Gilbert Ash,Nathaniel Hitchborn
William Dennie,William Greenleaf
John Cochran,Robert Davis
Amos Lincoln,Lendall Pitts
Jonathan Parker,Peter Slater
Amos Lincoln,Daniel Ingersoll
Nathaniel Frothingham,Samuel Hammond
Alexander Hill,John Bradford
Edward Proctor,John Peters
John Phillips,Thomas Urann
Samuel Cooper,Thomas Chase
Samuel Foster,Thomas Chase
Gilbert Colesworthy,Thomas Spear
James Foster Condy,Josiah Bradlee
John Symmes,Joseph Greenleaf
Jonathan Parker,Joseph Eaton
Samuel Gore,Thomas Porter
John Peters,Joshua Wyeth
Daniel Ingersoll,William Russell
Henry Bass,Thomas Machin
John Marson,Thomas Chase
Eliphelet Newell,Thomas Spear
Gabriel Johonnott,James Foster Condy
Joseph Warren,Thomas Milliken
Capt Cazneau,Thomas Urann
Eben Johnston,Thomas Marshall
Thomas Marshall,William Phillips
Herman Brimmer,John Avery
John Pulling,Samuel Emmes
Charles Jarvis,Thomas Roylson
John Merrit,Thomas Young
John Winthrop,William Whitwell
John Cochran,Samuel Barnard
Eben Symmes,Samuel Adams
Joseph Payson,Paul Revere
John Randall,Peter Slater
Paul Revere,Peter Boyer
Edward Proctor,Samuel Hammond
John Spurr,Samuel Howard
John Prince,William Pierce
Henry Stanbridge,Phillip Marett
Gilbert Colesworthy,Henry Bass
John Winslow,Paul Revere
John Symmes,Thomas Hitchborn
Joseph Payson,Thomas Williams
John Gammell,William Hendley
Martin Brimmer,Pierce Isaac
George Hewes,Lendall Pitts
John Matchett,Thomas Hitchborn
Henry Stanbridge,Thomas Webster
John Pulling,Mr Chadwell
Robert Davis,Thomas Spear
John Bradford,Nathaniel Barber
Isaac Pearce Jr,Moses Grant
Jonathan Parker,William Hendley
Ebenezer Stevens,William Russell
John Marlton,Joseph Webb
David Kinnison,John Crane
Thomas Chase,William Breck
James Starr,Richard Hunnewell
David Bradlee,Robert Davis
John Prince,Joseph Roby
Nathaniel Barber,Nicholas Campbell
James Otis,William Greenleaf
Adam Collson,Moses Grant
Edward Proctor,Gabriel Johonnott
Enoch Brown,John Winthrop
Elisha Callendar,William Palfrey
Ezekiel Cheever,Jonathan Stoddard
David Bradlee,William Russell
Joseph Greenleaf,Nat Noyces
Samuel Cooper,Thomas Urann
Isaac Pearce Jr,Thomas Chrysty
Elias Parkman,John Sigourney
Eben Hancock,Newn Greenough
Robert Sessions,William Molineux
Herman Brimmer,John Marson
John Hicks,Richard Hunnewell
Elisha Callendar,Nathaniel Hitchborn
John Ballard,Paul Revere
Daniel Ingersoll,Thomas Hunstable
William Etheridge,William Pierce
Joseph Greenleaf,Samuel Emmes
John Peters,Samuel Cooper
John Hancock,Pierce Isaac
James Foster Condy,Job Prince
Henry Welles,Paul Revere
Jonathan Parker,Samuel Barnard
Caleb Hopkins,Peter Boyer
Samuel Barnard,Samuel Fenno
Josiah Bradlee,Nicholas Campbell
Ezra Collins,Moses Deshon
Nathaniel Greene,Samuel Foster
Josiah Flagg,William Gould
Joseph Warren,Thomas Tileston
Joseph Mountford,Nathaniel Bradlee
John Spurr,Matthew Loring
Benjamin Austin,Fortesque Vernon
Capt MacKintosh,John Randall
Ambrose Sloper,Nathaniel Hitchborn
Peter Doyle,William Gould
James Starr,William Etheridge
James Bewer,John Cochran
George Hewes,William Russell
Benjamin Burton,Thomas Bradlee
Alexander Inglish,Phillip Marett
Paul Revere,Wait Gray
Phillip Marett,Thomas Milliken
Edward Potter,John Whitten
Benjamin Waldo,Peter Boyer
Jonathan Mason,Moses Grant
Caleb Davis,Jonathan Williams
Isaac Pearce,Thomas Tileston
Henry Broomfield,Thomas Roylson
Thomas Bradlee,William Pierce
John Whitten,Peter Doyle
Josiah Quincy,Samuel Cooper
Newn Greenough,Pierce Isaac
Peter Boyer,Samuel Barrett
John Peters,William Etheridge
Ebenezer Stevens,William Hendley
Thomas Porter,William Russell
Charles Jarvis,Martin Brimmer
Edward Howe,John Spurr
Robert Sessions,Thomas Williams
John Sweetser,William Dennie
Gershom Collier,John Prince
Ebenezer Stevens,Josiah Wheeler
Gilbert Colesworthy,Joseph Eayres
Elisha Story,Robert Sessions
Nathaniel Greene,Thomas Bradlee
Joseph Shed,Samuel Cooper
Edward Howe,Thomas Bradlee
Samuel Emmes,William Dennie
Benjamin Edes,Moses Grant
John Randall,Jonathan Hunnewell
John Hicks,Nathaniel Willis
James Starr,Samuel Barnard
Abiel Ruddock,Charles Jarvis
James Foster Condy,Richard Boynton
Henry Welles,William Bell
Elisha Story,John Russell
Jonathan Stoddard,Joseph Warren
Robert Pierpont,William Greenleaf
Enoch Brown,Jonathan Williams
Edward Dolbear,Joseph Payson
Edward Proctor,Samuel Fenno
James Swan,John Pulling
John Pulling,Peter Boyer
John Cochran,William Molineux
John Marson,Joseph Greenleaf
John Avery,John Bradford
Hugh Brown,Jefferds
Edward Potter,Israel Obear
Enoch Brown,Ezekiel Cheever
Henry Purkitt,Joseph Eayres
Benjamin Edes,Joseph Greenleaf
Jonathan Stoddard,Moses Grant
John Brown,William Powell
Seth Chipman,Jefferds
John Cochran,John Spurr
James Bewer,Nathaniel Frothingham
Paul Revere,Thomas Moore
Paul Revere,Samuel White
James Swan,Samuel Peck
James Graham,William Bell
Edward Cailleteau,William Burbeck
Edward Proctor,John Sigourney
James Ivers,James Foster Condy
John Phillips,William McAlpine
Elisha Callendar,Gilbert Ash
Eben Symmes,Isaac Pearce
John Russell,William Hendley
Thomas Machin,Thomas Urann
Capt MacKintosh,Thomas Porter
Joseph Greenleaf,Martin Brimmer
Joseph Eaton,Samuel Barnard
Benjamin Simpson,Henry Purkitt
Joseph Warren,Josiah Flagg
Edward Cailleteau,John Whitten
Henry Bass,John Pitts
John Hancock,Samuel Barrett
Joseph Eaton,Thomas Bolter
Caleb Champney,John Merrit
Joseph Eaton,Joseph Mountford
Edward Dolbear,James Foster Condy
Henry Bass,John Randall
Richard Boynton,William Dennie
Newn Greenough,William Powell
Gershom Collier,John Crane
Joseph Roby,Samuel Hammond
Abiel Ruddock,Isaac Pearce Jr
John Adams,Samuel Adams
Josiah Bradlee,Thomas Porter
Benjamin Clarke,Phineas Stearns
David Kinnison,John Russell
David Bradlee,Samuel Hobbs
Samuel Peck,William Gould
Thomas Marshall,Thomas Roylson
James Swan,John Lowell
Gershom Collier,John Gammell
Nathaniel Barber,Robert Pierpont
Gershom Collier,Robert Sessions
Ezra Collins,Israel Obear
John Gammell,Nathaniel Bradlee
Dr Allen,Henry Bass
David Bradlee,James Swan
Thomas Porter,William Molineux
John Whitten,Nicholls
Paul Revere,Thomas Bradlee
Henry Prentiss,John Prince
John Gammell,Phineas Stearns
Edward Proctor,Henry Purkitt
Benjamin Simpson,Nathaniel Willis
Asa Stoddard,Benjamin Church
Caleb Champney,Mr Chadwell
Richard Pulling,Thomas Crafts
Charles Jarvis,Moses Gill
Eliphelet Newell,John Crane
Moses Grant,Thomas Porter
Peter Slater,Samuel Fenno
Benjamin Burton,Samuel Foster
Eben Johnston,John Pitts
Thomas Crafts,William Bell
John Marlton,Samuel Peck
Daniel Ingersoll,Joseph Payson
Edward Proctor,Gibbens Sharp
Gilbert Colesworthy,Nicholas Campbell
Joseph Payson,Samuel Hammond
Bos Foster,Henry Bass
Henry Prentiss,Thomas Bolter
Ezekiel Cheever,John Matchett
Enoch Brown,Jonathan Mason
Moses Grant,Samuel Fenno
Elisha Callendar,Thomas Urann
John Peters,Joseph Lee
Samuel Barrett,Thomas Crafts
Caleb Davis,Samuel Adams
Edward Potter,Gilbert Ash
John Sigourney,Thomas Urann
Fortesque Vernon,John Avery
Hugh Brown,Phillip Lewis
John Lowell,Nathaniel Barber
Capt MacKintosh,Joseph Shed
James Bewer,Matthew Loring
John Whitten,William Ham
Abiel Ruddock,John Matchett
Gibbens Sharp,Paul Revere
Joseph Palmer,Joseph Payson
John Russell,Joseph Eayres
Ezra Collins,Hugh Brown
John Phillips,Phillip Marett
Archibald MacNeil,Joseph Shed
Asa Stoddard,William Hoskins
Nathaniel Bradlee,William Russell
John Matchett,Samuel Emmes
John Russell,Samuel Hammond
John Pulling,Thomas Tileston
Benjamin Waldo,Henry Bass
Robert Sessions,William Etheridge
Jeremiah Williams,Richard Hunnewell
Abiel Ruddock,John Symmes
Josiah Wheeler,William Hendley
Joseph Webb,Thomas Milliken
Thomas Moore,Thomas Spear
Matthew Loring,Samuel Howard
Archibald MacNeil,John Prince
Joseph Lee,Thomas Williams
Ambrose Ferrell,Joseph Warren
George Bray,Thomas Webster
John May,Nathaniel Greene
Asa Stoddard,William Breck
Capt Cazneau,John Boit
John Whitten,Thomas Urann
Benjamin Burt,Caleb Champney
Dr Allen,John Boit
James Foster Condy,Joshua Wyeth
Anthony Morse,James Swan
Gibbens Sharp,William Breck
Benjamin Edes,John Matchett
Samuel Emmes,William Molineux
Jonathan Hunnewell,Nathaniel Greene
Thomas Bradlee,William Hendley
James Starr,Thomas Bolter
Samuel Foster,William Pierce
William Dennie,William Powell
George Hewes,Henry Bass
Adam Collson,Mr Chadwell
Gershom Collier,Samuel Barnard
Royall Tyler,Samuel Adams
Phillip Marett,William Ham
John Peters,Lendall Pitts
Edward Proctor,Peter Boyer
Moses Grant,Thomas Peck
John Peters,Samuel Hobbs
Edward Dolbear,Joseph Roby
Benjamin Church,Pierce Isaac
Nathaniel Appleton,William Hoskins
Eliphelet Newell,John Cochran
John Winthrop,Thomas Tileston
David Bradlee,Richard Hunnewell
Benjamin Church,Gibbens Sharp
Joseph Shed,Phineas Stearns
Ebenezer Stevens,Joseph Roby
Israel Obear,William Palfrey
Amos Lincoln,Joseph Mountford
Benjamin Burt,John Symmes
John Adams,John Boit
Edward Cailleteau,Thomas Milliken
Daniel Ingersoll,William Molineux
Sam Partridge,William Whitwell
John Winthrop,Nathaniel Holmes
Phillip Marett,Nicholls
James Foster Condy,Paul Revere
Gershom Collier,Jonathan Parker
Samuel Foster,Thomas Young
James Graham,Samuel Moody
Benjamin Simpson,Nathaniel Frothingham
Thomas Chase,Thomas Young
Josiah Wheeler,Samuel Peck
John Gammell,Thomas Melville
Isaac Pearce,John Lowell
James Foster Condy,John Bradford
Phineas Stearns,Thomas Machin
Paul Revere,Philip Tabor
Moses Deshon,Jefferds
Samuel Whitwell,William Phillips
Jonathan Mason,William Powell
Jonathan Hunnewell,Joseph Palmer
Isaac Pearce Jr,William Molineux
Nathaniel Barber,Thomas Moore
Robert Sessions,Samuel Foster
John Hoffins,Richard Pulling
Henry Prentiss,Samuel Peck
Wait Gray,William Gould
Benjamin Church,Herman Brimmer
Elisha Story,Peter Slater
Ebenezer Stevens,Joseph Shed
Phineas Stearns,Samuel Peck
Edward Dolbear,Robert Sessions
Joseph Eayres,Thomas Urann
Jonathan Hunnewell,Joseph Lee
Gilbert Colesworthy,Joseph Payson
Anthony Morse,Thomas Moore
Nicholas Campbell,Thomas Moore
Cyrus Baldwin,Enoch Brown
Ezekiel Cheever,Samuel Pitts
David Kinnison,Thomas Bradlee
John Boit,Samuel Adams
Jonathan Mason,Samuel Barrett
John Marson,Samuel Barrett
John Hicks,Samuel Sprague
Nathaniel Greene,Samuel Hammond
Adam Collson,Nathaniel Bradlee
John Crane,Thomas Spear
Eben Johnston,Fortesque Vernon
Josiah Bradlee,Samuel Foster
Nathaniel Holmes,Thomas Hitchborn
Richard Hunnewell,Thomas Young
Amos Lincoln,Thomas Melville
Martin Brimmer,Samuel Adams
Richard Pulling,Samuel Barrett
Adam Collson,Daniel Ingersoll
Benjamin Burton,Paul Revere
Josiah Wheeler,Nathaniel Barber
Israel Obear,Paul Revere
Ambrose Ferrell,Increase Blake
Jos Brackett,Paul Revere
Josiah Bradlee,Samuel Cooper
Ambrose Ferrell,Samuel Barrett
Josiah Wheeler,Samuel Gore
Henry Prentiss,Samuel Hobbs
Edward Proctor,Thomas Chrysty
Samuel Cooper,Thomas Spear
Paul Revere,Samuel Whitwell
Asa Stoddard,John Ballard
Eben Hancock,Samuel Adams
James Foster Condy,Robert Davis
Benjamin Simpson,Samuel Foster
Eben Johnston,William Whitwell
John Randall,Samuel Gore
Martin Brimmer,Samuel Pitts
John Hooton,John Peters
Josiah Bradlee,Lendall Pitts
Caleb Champney,Elias Parkman
Benjamin Clarke,Samuel Howard
Thomas Urann,William Hoskins
Henry Prentiss,Thomas Moore
Samuel Sprague,Thomas Young
Caleb Hopkins,Elias Parkman
Cyrus Baldwin,Joseph Warren
Peter Doyle,William Palfrey
Edward Dolbear,Thomas Porter
Edward Cailleteau,Phillip Lewis
Eben Johnston,Samuel Whitwell
James Swan,John Spurr
John Pulling,Sam Partridge
John Prince,Joseph Eayres
Joseph Palmer,Robert Sessions
John Pulling,Newn Greenough
Elisha Callendar,Philip Tabor
Eliphelet Newell,Nathaniel Willis
Robert Sessions,Thomas Young
Joseph Lee,Samuel Cooper
Peter Slater,Thomas Melville
John Winthrop,Samuel Emmes
John Peters,Robert Davis
Jonathan Hunnewell,Joseph Eayres
Thomas Crafts,William Burbeck
Edward Proctor,Matthew Loring
John Pulling,Moses Grant
Henry Stanbridge,Israel Obear
Edward Proctor,Henry Broomfield
Adam Collson,Thomas Spear
Josiah Bradlee,William Pierce
John Hooton,Nathaniel Barber
Moses Grant,Samuel Gore
James Seward,John Phillips
John Randall,Nathaniel Bradlee
Benjamin Edes,Nathaniel Holmes
Capt MacKintosh,Stephen Bruce
Archibald MacNeil,Josiah Bradlee
Gilbert Colesworthy,Nathaniel Bradlee
Robert Davis,Samuel Peck
James Foster Condy,John Winthrop
Caleb Davis,Richard Boynton
John Cochran,Thomas Melville
Israel Obear,Joseph Webb
Joseph Greenleaf,Nathaniel Appleton
James Swan,Thomas Moore
Jeremiah Williams,Joseph Palmer
John Hooton,William Pierce
John Sweetser,Oliver Wendell
John Ballard,Nathaniel Appleton
Eben Symmes,Elias Parkman
Jos Brackett,Samuel Austin
Edward Burbeck,Thomas Webster
Archibald MacNeil,Thomas Williams
Edward Proctor,Nat Noyces
Benjamin Church,John Brown
Caleb Champney,Samuel Emmes
Daniel Ingersoll,Lendall Pitts
Thomas Melville,William Molineux
Jonathan Hunnewell,Samuel Hammond
Henry Prentiss,Jonathan Hunnewell
Ezekiel Cheever,William Phillips
Edward Cailleteau,Samuel Barrett
Bos Foster,Newn Greenough
Edward Cailleteau,Philip Tabor
Edward Proctor,Thomas Hunstable
Gabriel Johonnott,Thomas Kimball
Ambrose Ferrell,William Ham
Samuel Hobbs,Thomas Porter
Gibbens Sharp,Thomas Tileston
Peter Doyle,Walter Kerr
Jonathan Mason,Richard Boynton
John Bradford,John Marson
Caleb Champney,Gibbens Sharp
Henry Prentiss,Samuel Foster
David Kinnison,Edward Howe
Joseph Palmer,Samuel Sprague
Amos Lincoln,William Etheridge
Henry Stanbridge,Hugh Brown
Dr Allen,John Merrit
Jonathan Stoddard,Thomas Chrysty
Asa Stoddard,Thomas Young
James Swan,Matthew Loring
Samuel Barrett,William Wingfield
Paul Revere,William Breck
John Cochran,Joshua Wyeth
Samuel Barnard,Thomas Machin
Richard Boynton,William Greenleaf
Eliphelet Newell,James Bewer
Edward Howe,Joseph Payson
John Bradford,Moses Gill
John Prince,Nathaniel Willis
John Hooton,John Prince
John Randall,Paul Revere
Edward Howe,John Gammell
Seth Chipman,William Ham
Josiah Flagg,Samuel Peck
Hugh Brown,William Burbeck
Matthew Loring,Samuel Barnard
Alexander Hill,William Greenleaf
Benjamin Kent,Capt Cazneau
John Bradford,Nat Noyces
Eben Symmes,William Hickling
Joseph Webb,William Wingfield
Edward Howe,Thomas Spear
Edward Proctor,Samuel Foster
James Seward,Samuel Barrett
Elisha Callendar,Walter Kerr
Edward Jarvis,William Bell
Richard Palms,Samuel White
Abraham Hunt,James Starr
Paul Revere,Stephen Bruce
Mr Chadwell,William Dennie
Benjamin Waldo,James Foster Condy
John Sweetser,Nathaniel Barber
Elisha Callendar,Josiah Flagg
Edward Proctor,Thomas Bradlee
Benjamin Kent,Nathaniel Appleton
Abraham Hunt,Samuel Hammond
David Bradlee,Edward Howe
James Seward,Wait Gray
William Gould,William McAlpine
Caleb Davis,Eben Johnston
Moses Grant,Thomas Urann
Samuel Adams,Thomas Peck
Moses Deshon,Richard Pulling
John May,Joseph Payson
John Matchett,John Sigourney
Benjamin Clarke,Robert Davis
James Starr,Joseph Palmer
Phillip Marett,Samuel Moody
Edward Cailleteau,Richard Pulling
Benjamin Burton,John Crane
Gilbert Ash,Joseph Warren
John Avery,John Winthrop
Anthony Morse,Thomas Hunstable
John Marson,Peter Boyer
Benjamin Church,William Dennie
Abraham Hunt,Nathaniel Frothingham
Capt MacKintosh,Jonathan Parker
Gilbert Colesworthy,Thomas Bradlee
Edward Proctor,Jonathan Williams
Joseph Payson,William Molineux
John Hooton,Samuel Howard
Edward Cailleteau,Nicholls
Jos Brackett,Samuel Whitwell
Anthony Morse,Jonathan Parker
Martin Brimmer,Samuel Austin
James Starr,Jonathan Parker
John Hicks,William Russell
Samuel Howard,Samuel Sprague
Abiel Ruddock,Jonathan Stoddard
Enoch Brown,Newn Greenough
Benjamin Simpson,Nathaniel Greene
John Bradford,John Sweetser
Seth Chipman,William Wingfield
Elisha Story,John Prince
Ebenezer Stevens,John May
Edward Cailleteau,Edward Potter
Benjamin Waldo,Martin Brimmer
Robert Sessions,Thomas Moore
Jonathan Williams,Joseph Eayres
Herman Brimmer,Joseph Eayres
John Sigourney,William Hickling
John Gammell,John Hicks
James Starr,Nathaniel Frothingham
John Hicks,Thomas Porter
Oliver Wendell,Thomas Chase
Joseph Webb,Paul Revere
Gilbert Colesworthy,John Peters
John Matchett,Paul Revere
James Foster Condy,Samuel Cooper
John Crane,John Gammell
Henry Bass,Thomas Peck
Elisha Callendar,George Bray
Moses Grant,Thomas Young
Ebenezer Stevens,Peter Slater
William Bell,William Burbeck
Samuel White,Thomas Chase
Joseph Eayres,Robert Sessions
Abiel Ruddock,Gabriel Johonnott
Jonathan Parker,Joseph Payson
Robert Pierpont,William Molineux
James Starr,Nathaniel Willis
John Adams,John Winthrop
Henry Purkitt,John Prince
Capt Cazneau,Thomas Young
Edward Davis,Joseph Warren
Phineas Stearns,Samuel Cooper
Joseph Shed,Samuel Fenno
Ezekiel Cheever,William Hoskins
Jonathan Stoddard,Nathaniel Appleton
John Ballard,John Lowell
John Adams,Samuel Emmes
